Lucky transport warehouse,Ryo Kouunyu Seoko,null,"Suehiro 3 - chome 7 - 11 <br> Kawaguchi, Saitama Prefecture 332-0006 <br> Japan",048 222 5518,,,
Loose oil tank,Affiliation,Shibakoen Station,"Shiba Park 2 - chome 4-1 <br> Minato, Tokyo Prefecture 105-0011 <br> Japan",03 3578 4571,,,
Yamatane head office,Yamatane Honda • Yamatane Head Office,null,"Echinoshima 1 - chome 2 - 21 <br> Koto, Tokyo Prefecture 135-0044 <br> Japan",03 3820 1111,,,
Yasuda Warehouse International Sales Dept.,Yasuda Seoko Coccinella gypsum,Shibaura-futo Station,"Coast 3 - chome 3-8 <br> Minato, Tokyo Prefecture 108-0022 <br> Japan",03 3452 7320,,,
Hako Yoshi,Hakoyoshi,"Nakaokachimachi Station, Shin Okachimachi Station, Inaricho Station, Keisei Ueno Station, Ueno Station","Higashi Ueno 1 - chome 20 - 6 <br> Taitō, Tokyo Prefecture 110 - 0015 <br> Japan",03 5688 3288,,,
Meitetsu Distribution,Meitetsu Ryubutsu,Kasairinkaikoen Station,"Rinkai-cho 4-chome 3-1 <br> Edogawa, Tokyo Prefecture 134-0086 <br> Japan",03 3878 4459,,,
Lysebox · Raise Sendagi Lise Box,Raise Box lyse Sendagirise Box • Raizebokkusu · Raize Sendagi Raizebokkusu,null,"Sendagi 4 - chome 15 - 10 <br> Bunkyo, Tokyo Prefecture 113-0022 <br> Japan",03 5814 5259,,,
New STS Tokyo Center,Shinkai Esthetic Center • Newly opened Sts Tokyo Sentā,null,"Tokai 4 - chome 2 - 26 <br> Ōta, Tokyo Prefecture 143-0001 <br> Japan",03 3790 8321,,,
Utsunoi Distribution Center,Utoku Oiyibutsu Center • Utsuno Oi Logistics Sentā,null,"Tokai 5-chome 4-1 <br> Ōta, Tokyo Prefecture 143-0001 <br> Japan",03 3790 1201,,,
Tsukamoto Warehouse Chitose Division,Tsukamoto Goko,null,"Japan Hashimoto cho 1 - chome 6-5 <br> Chūō, Tokyo Prefecture 103-0023 <br> Japan",03 3279 2461,,,
Kamikeindai trunk room,Kamike Dye Trunk Room • Kamikeindai Torankurūmu,null,"Kamikeidai 3 - chome 44 - 3 <br> Ōta, Tokyo Prefecture 145-0064 <br> Japan",0120 20 3622,,,
Landpier,Randopia,null,"Nihonbashi Kinokucho 1 - chome 18-2 <br> Chūō, Tokyo Prefecture 103-0014 <br> Japan",03 3661 5633,,,
Japan paper transport warehouse,Nippon Camou Unyu Seoko,"Ogawamachi Station, Awajicho Station","Kanda Mizuyo-cho 9-1 <br> Chiyoda, Tokyo Prefecture 101-0053 <br> Japan",03 5843 7600,,,
Fuji Logistics Tokyo Branch Shibaura Logistics Center,Fuji Buttsu Tokyo Shisha Shibaura Butsuri Center • Fuji Logistics Tokyo Branch Shibaura Logistics Sentā,null,"Shibaura 4-chome 18-25 <br> Minato, Tokyo Prefecture 108-0023 <br> Japan",03 3456 5950,,,
Nippon Koken Warehouse Department,Japanese cowboy,null,"Shinkiba 1 - chome 16 - 8 <br> Koto, Tokyo Prefecture 136-0082 <br> Japan",03 3521 5790,,,
Alpha Trunk Minami Shinagawa,Alpha Trunk Minami Sinagawa • Arufatoranku Minami Shinagawa,Aomonoyokocho Station,"Minami Shinagawa 2 - chome 4-7 <br> Shinagawa, Tokyo Prefecture 140-0004 <br> Japan",03 3471 3944,,,
Okoba Distribution Center,Oka Bali Youte Center • Okaha Distribution Sentā,"Senjukotobukicho, Senjunakaicho","Senju Nakai Town 18 - 12 <br> Adachi, Tokyo Metropolitan Government 〒 120-0035 <br> Japan",0120 07 0010,,,
Haneda warehouse,Haneda Souso,null,"Seongnam-jima 2 - chome 9-1 <br> Ōta, Tokyo Prefecture 143-0002 <br> Japan",03 3790 9107,,,
Tohru Enterprises Oi Business Dept.,Fried oleander,null,"Tokai 4-chome 310 <br> Ōta, Tokyo Prefecture 143-0001 <br> Japan",03 3799 4784,,,
Peacebuilding Tokyo Distribution Center,Heiwa Bussan Tokyo Ruby Center • Peace Properties Tokyo Logistics Sentā,null,"Konan 3 - chome 4 - 27 <br> Minato, Tokyo Prefecture 108-0075 <br> Japan",03 5715 2130,,,
Nippon Steel Logistics Kanto,Nitutsutsutsu,null,"Ariake 3 - chome 15 <br> Koto, Tokyo Prefecture 135-0063 <br> Japan",03 3528 1151,,,
"Fisherman&#39;s Marine Products Distribution Center, Tokyo Metropolitan Government",Tokyo Goyance Isanbutsu Center • Tokyo Fishermen&#39,s Fisheries Distribution Sentā,null,"Keihinjima 3 - chome 1-1 <br> Ōta, Tokyo Prefecture 143-0003 <br> Japan",03 5492 7711,,
Miyata Steel Warehouse,Miyata Touchai Souko,null,"Shinkawa 2 - chome 15 - 11 <br> Chūō, Tokyo Prefecture 104-0033 <br> Japan",03 3551 0430,,,
Marutake Transport Shinkiba Distribution Center,Maltese Unule Shin Kiva Buchuri Yu Center • Marutake Transport Shinkiba Logistics Sentā,null,"Shinkiba 1 - chome 16-5 <br> Koto, Tokyo Prefecture 136-0082 <br> Japan",03 3521 5661,,,
Sagami Transportation Warehouse Tokyo International Sales Department,Sagami Unyu Socco Tokyo Coffee,null,"Kachidoki 2 - chome 9 - 12 <br> Chūō, Tokyo Prefecture 104-0054 <br> Japan",03 3536 6731,,,
Space Products Rakuraku BOX Reception Center,Space Products Rakuchin Box Uketsuket Center - • Supēsupurodakutsu Lucky Box Reception Sentā,null,"Nakameguro 3 - chome 5-5 <br> Meguro, Tokyo Prefecture 153-0061 <br> Japan",03 3794 1052,,,
Japan Packaging Transportation Warehouse Human Resources Department,Nippon Composoun Uyosekojibu,null,"Akashi-machi 6-17 <br> Chūō, Tokyo Prefecture 104-0044 <br> Japan",03 3546 3601,,,
Angel Box,Enzerubokkusu,null,"Chitose 1 - chome 4-8 <br> Sumida, Tokyo Prefecture 130 - 0025 <br> Japan",03 3635 4487,,,
Iijima Ariake warehouse,Ijima Ariake Southern,null,"Ariake 3 - chome 15 - 13 <br> Koto, Tokyo Prefecture 135-0063 <br> Japan",03 5530 0288,,,
All Japan warehouse transportation labor union alliance,Zen Nihon Seiko Unyu Roy Douma Kumi Aidomei,Kamata Station,"Kamata 5 - chome 10 - 2 <br> Ōta, Tokyo Prefecture 144 - 0052 <br> Japan",03 3732 7651,,,
Kawaguchi foundry store warehouse,Affiliation,null,"Motofon 4-chome 25-2 <br> Kawaguchi, Saitama Prefecture 332-0011 <br> Japan",048 223 7471,,,
Burmatel Shinkiba Warehouse,Bill Matel Shin Kiba Souko • Birumateru Shinkiba Warehouse,null,"Shinkiba 3 - chome 4 - 14 <br> Koto, Tokyo Prefecture 136-0082 <br> Japan",03 6457 0207,,,
Liseze box · Rise upper bridge bridge 2 chome lise box,Raise Box Rise Kami Bashi Nichoume Two Lyse Box • Raizebokkusu · Raize Uenabashi 2-chome Raizebokkusu,"Wakagi, Kamiitabashi Station","Uehirabashi 2-chome 19-15 <br> Itabashi, Tokyo Prefecture 174-0076 <br> Japan",03 3559 0548,,,
Taisei Warehouse Sekiya Sales Office,Taisei Seoko Sekiya Aiyoosho,null,"9-1 Senju Sekiya Town <br> Adachi, Tokyo Metropolitan Government 〒 120-0024 <br> Japan",03 3881 7181,,,
Shinichi warehouse,Shinkyo soko,Akihabara Station,"Outside Kanda 3 - chome 4-1 <br> Chiyoda, Tokyo Prefecture 101-0021 <br> Japan",03 3251 4323,,,
Teisou head office,Teisou Hon Shiya • Teisou Head Office,null,"Kiyomi 1 - chome 5-1 <br> Koto, Tokyo Prefecture 135-0024 <br> Japan",03 3642 0121,,,
Tanaka warehouse,Tanaka Ooko,Ikohoncho,"Ikemoto-cho 1-chome 1325 <br> Adachi, Tokyo Prefecture 121-0807 <br> Japan",03 3899 4218,,,
Fumiyosha Logistics Center,Bun Yushashubutsu Center • Fumitomo Company Logistics Sentā,null,"Sengoku 1 - chome 9-1 <br> Koto, Tokyo Prefecture 135 - 0015 <br> Japan",03 3645 8676,,,
Oji Logistics East Japan Business Division Sales Department,Oujibitsu Ryu Higashi Nihon Jigyo Ubu Agorib,null,"Ginza 5-chome 128 <br> Chūō, Tokyo Prefecture 104-0061 <br> Japan",03 3248 3865,,,
Reverse ton,Ribāsuton,Omori Station,"Omori Kita 1 - chome 26-3 <br> Ōta, Tokyo Prefecture 143-0016 <br> Japan",03 3768 2017,,,
TEISO Kiyosumi Sales Office,Teisou Kiyosumi Ai Kiyoshiyo • Teisou Kiyosumi Sales Office,null,"Kiyomi 1 - chome 5-1 <br> Koto, Tokyo Prefecture 135-0024 <br> Japan",03 3642 0127,,,
Daiichi trunk room water service,Daiichi trunk room swimwear • Daiichitorankurūmu water service,"Edogawabashi Station, Suido","Water supply 2 - chome 5-4 <br> Bunkyo, Tokyo Metropolitan Government 〒 112 - 0005 <br> Japan",03 3830 3666,,,
Green service,Guinea fowl,Honkomagome,"Honkomagome 3 - chome 5 - 2 <br> Bunkyo, Tokyo Prefecture 113-0021 <br> Japan",03 3827 5082,,,
Yoshida warehouse,Yoshida ooko,null,"Tide Listing 2 - chome 10 - 22 <br> Koto, Tokyo Prefecture 135-0052 <br> Japan",03 5632 1448,,,
Tsukishima warehouse head office management department,TUXIMA SEOKON,null,"Kachidoki 4 - chome 7 - 7 <br> Chūō, Tokyo Prefecture 104-0054 <br> Japan",03 5560 8550,,,
True North Transportation Warehouse,Makita Unyu Sokko,null,"Nihonbashi Kinokucho 1 - chome 29-4 <br> Chūō, Tokyo Prefecture 103-0014 <br> Japan",03 3669 1866,,,
Marujia Transportation Warehouse,Marukaunyu Seoko,null,"Heiwajima 2 - chome 1-1 <br> Ōta, Tokyo Prefecture 143-0006 <br> Japan",03 3767 2856,,,
Shinwa Kogyo Tokyo Logistics Center,"Shinwa Koubutou Tokyo Ruby Center • Shinwa Kogyo Co., Ltd. Tokyo Logistics Sentā",null,"Kiyosumi 2 - chome 10 - 2 <br> Koto, Tokyo Prefecture 135-0024 <br> Japan",03 3820 8203,,,
Qingxing Transportation Warehouse,Seiko Unayu Seoko,null,"Fukuzumi 1 - chome 2-6 <br> Koto, Tokyo Prefecture 135-0032 <br> Japan",03 3643 8893,,,
Marutake Transport Ariake Distribution Center,Maltake Unule Ariake Kebisu Center • Marutake Transport Ariake Logistics Sentā,null,"Shinonome 2 chome 14 - 38 <br> Koto, Tokyo Prefecture 135-0062 <br> Japan",03 3528 0780,,,
Fujita Green Service,Fujita Green Service • Fujita Gurīnsābisu,Mejirodai,"Sekiguchi 2 - chome 10 - 8 <br> Bunkyo, Tokyo Prefecture 112-0014 <br> Japan",03 5319 4271,,,
Kowe Distribution Soka Branch Office,Coulombsutouka Ajyosho • Kōun Distribution Soka Branch Office,null,"Shinri Town 380 <br> Soka, Saitama Prefecture 340-0031 <br> Japan",0489 22 2730,,,
Marubuni Logistics Center,Marushoubutsu Center • Marui Logistics Sentā,null,"Senju Nakamachi 24-3 <br> Adachi, Tokyo Metropolitan Government 〒 120-0036 <br> Japan",03 5284 3451,,,
Sasaya Shoji,Sasaya Shoji,null,"Heiwajima 2 - chome 1-1 <br> Ōta, Tokyo Prefecture 143-0006 <br> Japan",03 3765 3381,,,
Mitsubishi Warehouse Tokyo General Affairs Section,Mitsubishi Soko Toukyokushinyo,null,"Shinkawa 1 - chome 28 - 24 <br> Chūō, Tokyo Prefecture 104-0033 <br> Japan",03 3297 8515,,,
Tokyo Warehouse Division Business Division,Toukyou Ukogi Yeum Buu Igi Yokau,Oi Keibajomae Station,"Katsushima 1 - chome 4-3 <br> Shinagawa, Tokyo Prefecture 140-0012 <br> Japan",03 3761 1159,,,
Trunk room Makino,Torankurūmumakino,"Hyakunincho, Takadanobaba Station","Takadanobaba 4 - chome 40 - 13 <br> Shinjuku, Tokyo Prefecture 169-0075 <br> Japan",03 5330 5552,,,
Panasonic Logistics Urayasu Center,Panasonic Logistics Urayasu Center • Panasonikkurojisutikusu Urayasu Sentā,null,"Harbor 78 <br> Urayasu, Chiba Prefecture 279 - 0024 <br> Japan",047 354 6551,,,
Trefoil,three-leaved,Shiinamachi Station,"Nagasaki 1 - chome 17 - 8 <br> Toshima, Tokyo Prefecture 171-0051 <br> Japan",03 5986 1270,,,
Many years Ya Line Store Shinagawa Warehouse,Mannen Yakai Soten Shinagawa Saouko,null,"Konan 5 - chome 1-3 <br> Minato, Tokyo Prefecture 108-0075 <br> Japan",03 3471 4998,,,
Futabi Islands Frozen Logistics Center,Futaba Heiwa Jima Late Buttsukyu Center • Futaba Heiwajima Frozen Logistics Sentā,Ryutsu Center Station,"Heiwajima 6 - chome 5 - 24 <br> Ōta, Tokyo Prefecture 143-0006 <br> Japan",03 5471 8200,,,
Space Products Rakuraku BOX Reception Center,Space Products Rakuchin Box Uke Tsuke Center • Supēsupurodakutsu Lucky Box Reception Sentā,null,"Nihonbashi Hamacho 3 - chome 45-5 <br> Chūō, Tokyo Prefecture 103-0007 <br> Japan",03 3664 6182,,,
Sankyo Oi Refrigeration Terminal Department,Sankyo ooi Late Terminal Blog • Sankyo Oi Frozen Tāminaru Department,null,"Tokai 5 - chome 3-5 <br> Ōta, Tokyo Prefecture 143-0001 <br> Japan",03 3790 2031,,,
Ishikawa Transportation Warehouse,Ishikawa Unyuko,Kugahara Station,"Nishimine-cho 18-9 <br> Ōta, Tokyo Prefecture 145-0075 <br> Japan",03 3757 1140,,,
Kyowa Ariake Logistics Center,Kyowa Busan Ariake Kebisu Center - • Republic Ariake Logistics Sentā,null,"Ariake 1 - chome 1-6 <br> Koto, Tokyo Prefecture 135-0063 <br> Japan",03 3529 3521,,,
Nissin&#39,s Business Division Tokyo&#39,s First Business Division Oi Warehouse Sales Office,Nissingenfuku butterfly Daiichioka Ooi alpine,null,"Tokai 4 - chome 2 - 15 <br> Ōta, Tokyo Prefecture 143-0001 <br> Japan",03 3790 2401,
Shimizu warehouse,Shimizu Sekko,Oku Station,"Nishigaku 4 - chome 7 - 10 <br> Arakawa, Tokyo Prefecture 116-0011 <br> Japan",03 3893 7218,,,
Light warehouse,Affiliation,null,"Machiya 6 - chome 11 - 10 <br> Arakawa, Tokyo Prefecture 116-0001 <br> Japan",03 3892 1333,,,
Temple Transportation Warehouse,Matobaunyu Seoko,null,"Suehiro 1 - chome 16 - 37 <br> Kawaguchi, Saitama Prefecture 332-0006 <br> Japan",048 222 6661,,,
Toyota Transportation Warehouse,Toyotamamuneyuko,Sakuradai Station,"Toyogami 2 - chome 56 <br> Nerima, Tokyo Prefecture 176-0011 <br> Japan",03 3991 0333,,,
POLEYO Logitech,Goyo Logitec • POOO Rojitekku,Onarimon Station,"Shimbashi 6-chome 19-19 <br> Minato, Tokyo Prefecture 105-0004 <br> Japan",03 5404 7800,,,
Horikawa Insider,Horikawa Kanzai,null,"Heiwajima 5-chome 513 <br> Ōta, Tokyo Prefecture 143-0006 <br> Japan",03 3764 7041,,,
Iwano Bussan Harumi warehouse,Iwanobotsu Sanharumi Souko,null,"Harumi 4 - chome 5 - 16 <br> Chūō, Tokyo Prefecture 104-0053 <br> Japan",03 3533 3925,,,
Oriental Transport Warehouse Wakaso Center,Toyo Yunyu Sawako Center • Oriental Transportation Warehouse Wakasu Sentā,null,"Wakasu 2 - chome 2-3 <br> Koto, Tokyo Prefecture 136-0083 <br> Japan",03 5569 5161,,,
Alpha trunk Takadanobaba,Alpha trunk Takadano Baba • Arufatoranku Takadanobaba,"Omokagebashi Station, Gakushuinshita Station, Nishi-Waseda Station","Nishi-Waseda 3 - chome 25-5 <br> Shinjuku, Tokyo Prefecture 169-0051 <br> Japan",03 5272 8022,,,
Nakamura third warehouse,Nakamura Daisan Souko,null,"Keihinjima 1 - chome 4-3 <br> Ōta, Tokyo Prefecture 143-0003 <br> Japan",03 5492 7331,,,
Mitsubishi Warehouse Tokyo Oi Refrigerated Sales Office,Mitsubishi Soko Tokyo Shitenohoi Lay Elephant Exhibition,null,"Yashio 2 - chome 7 - 10 <br> Shinagawa, Tokyo Prefecture 140-0003 <br> Japan",03 3799 6785,,,
Ikemachi Transportation Warehouse,Ike Machi Unayu Seoko,null,"Kyodo 4 - chome 39 - 10 <br> Setagaya, Tokyo Prefecture 156-0052 <br> Japan",03 5451 6600,,,
Third transport warehouse,Daisan Uneyuko,Hirai Station,"Hirai 7 - chome 2-20 <br> Edogawa, Tokyo Prefecture 132-0035 <br> Japan",03 3612 6171,,,
Terada Warehouse Real Estate Group,Terada Seo Ko Fudosan Group • Terada Warehouse Real Estate Gurūpu,Tennozuairu station,"Higashi-Shinagawa 2 - chome 6 - 10 <br> Shinagawa, Tokyo Prefecture 140-0002 <br> Japan",03 5479 1616,,,
Maruji warehouse MBL center,Maruni Sokkomvier Center • Maru 2 warehouse Mblsentā,Funabori Station,"Matsue 5 - chome 17 - 20 <br> Edogawa, Tokyo Prefecture 132-0025 <br> Japan",03 5674 2303,,,
Tokai warehouse Tokyo contact center,Robotsuo Toukai,Kanda Station,"Nihonbashi Muromachi 4 - chome 6 - 2 <br> Chūō, Tokyo Prefecture 103-0022 <br> Japan",03 3279 2659,,,
Space Products Rakuraku BOX Reception Center,Space Products Rakuchin Box Uke Tsuke Center • Supēsupurodakutsu Lucky Box Reception Sentā,"Shibaura-futo Station, Tamachi","Coast 3 - chome 1-6 <br> Minato, Tokyo Prefecture 108-0022 <br> Japan",03 3453 3937,,,
Shinjuku warehouse,Shinki fukuoko,"Shinjuku Station, Shinjuku Gyoen Mae Station, Shinjyuku-Sanchome Station","Sendagaya 5-chome 336 <br> Shibuya, Tokyo Prefecture 151 - 0051 <br> Japan",03 3352 2110,,,
Nakazawa Milk Industry Seongnam Island Logistics Center,Nakazawa Welcome Center Zhou Nanjima Butu Ryu Center • Nakazawa Dairy Seinanjima Logistics Sentā,null,"Seongnam Island 4 - chome 9 - 4 <br> Ōta, Tokyo Prefecture 143-0002 <br> Japan",03 5755 6711,,,
Maruko Tokyo Co-distribution Center,Maruun Tokyo Kyowaki High Center • Marugun Tokyo Shared Sentā,null,"Yashio 3 - chome 3-10 <br> Shinagawa, Tokyo Prefecture 140-0003 <br> Japan",03 3790 3911,,,
Mikyo Trunk Inn Hakusan,Sankyo Trunk Inn Hakusan • Sanji Torankuin Hakusan,"Hakusan Station, Hakusan","Hakusan 1 - chome 31 - 15 <br> Bunkyo, Tokyo Prefecture 113-0001 <br> Japan",03 5689 1451,,,
Yasuda Warehouse Real Estate Division,Yasuda Seoko Hidou San Jigiyo,Shibaura-futo Station,"Coast 3 - chome 3-8 <br> Minato, Tokyo Prefecture 108-0022 <br> Japan",03 3452 7317,,,
Kooyo packing transportation warehouse,KOYO COMPO UOU YUSOKO • Kouyou Packing Transportation Warehouse,Higashi-hokima,"Minami Flower 2 chome 45 - 9 <br> Adachi, Tokyo Metropolitan Government 〒 121 - 0022 <br> Japan",03 3850 8345,,,
Sakurai Warehouse Heiwajima Sales Office,Sakurai Souko Heiwa Jima Ageiyo,Ryutsu Center Station,"Heiwajima 3 - chome 4-1 <br> Ōta, Tokyo Prefecture 143-0006 <br> Japan",03 3765 0821,,,
Housui Oi Refrigerator,Houshou Oiie Rei zooko • Housui Oi Refrigerator,null,"Tokai 5 - chome 3-4 <br> Ōta, Tokyo Prefecture 143-0001 <br> Japan",03 3790 2581,,,
Mitsubishi Logistics Corporation Tokyo Branch Aoyama Sales Office Ariake Warehouse,Mitsubishi Soko Tokyo Citen Aomi Ai Alps Ariake Seo,null,"Ariake 4 - chome 3 - 19 <br> Koto, Tokyo Prefecture 135-0063 <br> Japan",03 3520 1461,,,
Peace Warehouse Itabashi Sales Office,Haiwa Sorcana Itabashi Houyosho,Shimura Sakaue Station,"Azusazawa 2 - chome 32-18 <br> Itabashi, Tokyo Prefecture 174-0051 <br> Japan",03 3967 2430,,,
Marubang Transportation Warehouse,Marukuniyune Sekko,Shibaura-futo Station,"Coast 3 - chome 25 - 7 <br> Minato, Tokyo Prefecture 108-0022 <br> Japan",03 3453 6781,,,
Ginga Shinkiba Distribution Center,Ginga Shin Kiba Butu Ryu Center • Galactic Shinkakiba Logistics Sentā,null,"Shinkiba 1 - chome 2 - 16 <br> Koto, Tokyo Prefecture 136-0082 <br> Japan",03 3521 7887,,,
Ship entry steel port warehouse,Irifu cat Uzai Minato Seoko,null,"Hatchobori 3 - chome 11 - 12 <br> Chūō, Tokyo Prefecture 104-0032 <br> Japan",03 3551 9464,,,
Venilay · Logistics Seongnamjima Office,Beni Lei Logistics Joun Yejima Jigyo • Benirei · Rojisutikusu Seonanjima Office,null,"Seongnam-jima 5-chome 1-1 <br> Ōta, Tokyo Prefecture 143-0002 <br> Japan",03 3799 8263,,,
Washington Shoes Logistics Center,Washington Kuttsubutsu Center • Washinton Shoe store Logistics Sentā,Hinode Station,"Coast 2 - chome 5 - 23 <br> Minato, Tokyo Prefecture 105-0022 <br> Japan",03 5442 7805,,,
Watanabe Distribution,Watanabe Distribution,Nishi-Waseda Station,"Nishi-Waseda 2 - chome 12-5 <br> Shinjuku, Tokyo Prefecture 169-0051 <br> Japan",03 3203 8489,,,
IS Astellas Center,IS IS ONE DAKAS CENTER • Ai · Esu · Esu Demonic Senta,null,"Demonic 4 - chome 2-33 <br> Ichikawa, Chiba Prefecture 272 - 0015 <br> Japan",047 378 2211,,,
World distribution center,World Research Center • Wārudo Distribution Sentā,null,"Aomi 3 - chome 2-17 <br> Koto, Tokyo Prefecture 135-0064 <br> Japan",03 3520 2111,,,
Izumi Kosan (Warehouse) Logistics Division,Izumi kou san bout warrior Yuji Guyoyo,null,"Kachidoki 4 - chome 5 - 17 <br> Chūō, Tokyo Prefecture 104-0054 <br> Japan",03 3532 2511,,,
Morita Industrial Royal Warehouse,Morita Kouyou Row Keke Souko • Morita Industrial Royal Warehouse,null,"Ryoke 1 - chome 16 - 8 <br> Kawaguchi, Saitama Prefecture 332 - 0004 <br> Japan",048 225 2165,,,
Trunk room Yutenji My trunk reception center,Trunk room Yu Tenji My Trunk Uke Tsuke Center • Torankurūmu Yutenji Maitoranku receptionist Sentā,"Yutenji Station, Kamimeguro","Yutenji 1 - chome 23 - 26 <br> Meguro, Tokyo Prefecture 153-0052 <br> Japan",03 3716 8950,,,
Soya warehouse,Atsuko Setsuko,Sengakuji Station,"Mita 4 - chome 8 - 30 <br> Minato, Tokyo Prefecture 108-0073 <br> Japan",03 3454 4435,,,
Hasegawa,Hasegawa,"Kitashinagawa Station, Shinagawa Station","Higashi Shinagawa 1 - chome 5-10 <br> Shinagawa, Tokyo Prefecture 140-0002 <br> Japan",03 3471 0815,,,
JP-1 East Tokyo Cool Center,J-Pie One Higashi Tokyo Cool Center • Jp-1 East Tokyo Kūrusentā,Kasairinkaikoen Station,"Rinkai-cho 4-chome 2-1 <br> Edogawa, Tokyo Prefecture 134-0086 <br> Japan",03 3688 4994,,,
Hello Storage Jinbocho,Hello storage Kanda Jimbocho • Hello storage Kanda Jimbo Butterfly,Click Ogawacho,"Kanda Jimbocho 3-11-1 <br> Chiyoda, Tokyo Prefecture 456-0073 <br> Japan",03 5577 9227,,,
Daiwa Branch Distribution Center,Psych Town Buttes San Bouturi Yu Center • Department storehouse logistics Sentā,null,"Steel street 2 - chome 3-4 <br> Urayasu, Chiba Prefecture 279 - 0025 <br> Japan",047 352 4421,,,
Lyze Box · Raise Sangenjaya 1 · 2 Lisez Box,Lyze box lyse Sanggen Chaya yinchini lysebox • Raizebokkusu · Raize Sangenjaya 1 · 2 Raizebokkusu,null,"Sangenjaya 2 - chome 22 <br> Setagaya, Tokyo Prefecture 154-0024 <br> Japan",03 3421 0885,,,
Chiyoda cold storage,Affiliation,Shoinjinjya Mae Station,"Wakabayashi 4 - chome 16 - 23 <br> Setagaya, Tokyo Prefecture 154 - 0023 <br> Japan",03 3413 1401,,,
Industrial warehouse,Sangyo Souko,null,"Edogawa 2 - chome 4-12 <br> Koto, Tokyo Prefecture 135-0051 <br> Japan",03 3645 8181,,,
Tokyo Express,Tokyo skipjack,Kasairinkaikoen Station,"Rinkai-cho 4-chome 2-1 <br> Edogawa, Tokyo Prefecture 134-0086 <br> Japan",03 3878 5611,,,
Kirara Ota distribution center,Kirara Oota Butsuri Center • Kirara Ota logistics Sentā,null,"Tokai 1 - chome 3-6 <br> Ōta, Tokyo Prefecture 143-0001 <br> Japan",03 5755 1602,,,
Marutaka Transportation warehouse,Markowunyu Sokko,Shikahama,"Kashima 4 - chome 6 - 15 <br> Adachi, Tokyo Prefecture 123-0864 <br> Japan",03 3853 1111,,,
NIP CORPORATION Tokyo Logistics Center,Nipp Corporation Corporate Tokyo Center • Nippukōporēshon Tokyo Logistics Sentā,null,"New sand 3 chome 1018 <br> Koto, Tokyo Prefecture 136-0075 <br> Japan",03 3615 5851,,,
Kimoto Kasei Kameido warehouse,Kido Coroca Seika Maid Souko,Bunka,"Kameido 3 - chome 39 - 6 <br> Koto, Tokyo Prefecture 136-0071 <br> Japan",03 3681 6395,,,
Sunshine Industry Headquarters Warehouse,Sangyo Young Honshya Souko,null,"Sakuradai 2 - chome 30 - 21 <br> Nerima, Tokyo Prefecture 176-0002 <br> Japan",03 3994 8120,,,
Warehouse Center,Seo Kokan,null,"Permanent 1 - chome 13 - 3 <br> Koto, Tokyo Prefecture 135-0034 <br> Japan",03 3641 0335,,,
Takase,Takase,Shinbashi Station,"Shimbashi 1 - chome 10 - 9 <br> Minato, Tokyo Prefecture 105-0004 <br> Japan",03 3571 9497,,,
SCSK Ariake Distribution Center,ES Kei Ariake Kei Ryu Center • Scsk Ariake Logistics Sentā,null,"Ariake 1 - chome 2-39 <br> Koto, Tokyo Prefecture 135-0063 <br> Japan",03 3527 6790,,,
Maruyoshi Warehouse,Maruyo Seo,null,"Oosugi 3 - chome 413 <br> Edogawa, Tokyo Prefecture 132-0022 <br> Japan",03 3651 8820,,,
Meguro Metal Industry Warehouse,Megroskin bluefin tuna,Aobadai,"Aobadai 1 - chome 30 - 12 <br> Meguro, Tokyo Prefecture 153-0042 <br> Japan",03 3711 7551,,,
Kane Meta Transportation Warehouse,Kanemata Umeyuko,null,"Shinkiba 3 - chome 7 - 6 <br> Koto, Tokyo Prefecture 136-0082 <br> Japan",03 3521 1271,,,
Shin plus,Shinpurasu,Kasairinkaikoen Station,"Rinkaicho 3 - chome 5-1 <br> Edogawa, Tokyo Prefecture 134-0086 <br> Japan",03 5659 2811,,,
Mitsui warehouse office,Mitsui Soko Jimusho,null,"Honcho 4 - chome 6 - 4 <br> Kawaguchi, Saitama Prefecture 332-0012 <br> Japan",048 222 3202,,,
First refrigerated complex estate factory,Daiichi Ray Elephant Dunchon Danube,Ryutsu Center Station,"Heiwajima 6 - chome 3-1 <br> Ōta, Tokyo Prefecture 143-0006 <br> Japan",03 3764 5357,,,
Maruji warehouse TPD center,Marni Saucoti Tipi idi center • Marui warehouse Tpdsentā,null,"Nishi Rie 5 - chome 10 - 9 <br> Edogawa, Tokyo Prefecture 134 - 0015 <br> Japan",03 5605 2468,,,
Honmoku Pier warehouse,Hon Mokufutou,null,"Honmoku Bou 5 <br> Yokohama City Naka Ward, Kanagawa Prefecture 231 0811 <br> Japan",045 623 7531,,,
International tobacco warehouse,Coconut tobacco sauco,null,"Yashio 2 - chome 6 - 12 <br> Shinagawa, Tokyo Prefecture 140-0003 <br> Japan",03 3799 6200,,,
Mitsui-koku Kanto branch Oi&#39,s terminal office,Mitsui Seoko Cistern Shisha Ohio Terminal Jimusho • Mitsui-ken Kanto Branch Oi Tāminaru Office,null,"Tokai 4 - chome 3-8 <br> Ōta, Tokyo Prefecture 143-0001 <br> Japan",03 3790 9011,,
